Hyperbolic rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q3.28
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
189 :   0.275465,  -1.579546,  25.739736 |  -0.356787,  -1.339002,    0.000000 | 8.720188e-04, 2.328186e-04,   0.037307 :       OK
190 :   2.049405,   3.638823, -44.551523 |  -0.350582,   2.519515,    0.000000 | 5.458717e-04, 7.640725e-05,   0.012412 :       OK
191 :  -5.010028,  -0.000534, -57.555115 |  -6.436595,   4.913980,    0.000000 | 4.014318e-03, 5.259891e-03,   0.046843 :       OK
192 :  -5.435666,   0.697476,   8.772225 |  -4.474427,  -0.107716,    0.000000 | 4.562926e-05, 1.850132e-03,   0.023691 :       OK
193 :   0.141275,  -5.378663,  23.449505 |  -1.750864,  -4.792827,    0.000000 | 2.552540e-03, 9.312191e-04,   0.030521 :       OK
194 :  -3.764388,  -2.999280, -58.044165 |  -1.893167,  -0.144715,    0.000000 | 5.928593e-05, 7.814958e-04,   0.023652 :       OK
195 :  -2.735915,  -0.795677,  50.662072 |  -3.879938,  -3.214960,    0.000000 | 5.962097e-04, 7.192771e-04,   0.010613 :       OK
196 :  -3.722685,   2.989010,  50.469828 |  -1.888516,   0.419514,    0.000000 | 1.539681e-04, 6.912586e-04,   0.020969 :       OK
197 :  -1.292837,  -3.933729, -36.038076 |   0.899097,  -3.211249,    0.000000 | 6.461700e-04, 1.814550e-04,   0.011526 :       OK
198 :   4.834017,  -1.651110, -39.837860 |   6.051704,  -4.733988,    0.000000 | 2.045345e-03, 2.613923e-03,   0.024737 :       OK
199 :  -2.018559,  -7.679856, -53.106237 |   4.341992,  -7.527115,    0.000000 | 3.748655e-03, 2.163806e-03,   0.028525 :       OK
200 :   1.901753,  -0.071822,  39.786707 |   1.929253,   1.111467,    0.000000 | 6.982876e-04, 1.212863e-03,   0.036032 :       OK
201 :  -2.266746,  -5.255441,   3.150199 |  -2.123635,  -4.470928,    0.000000 | 3.832404e-03, 1.822160e-03,   0.049099 :       OK
202 :  -6.949241,   6.584744,  42.020487 |  -3.011681,   2.381932,    0.000000 | 1.311878e-03, 1.658255e-03,   0.031534 :       OK
203 :  -3.738707,   1.261213, -39.480059 |  -4.647958,   3.615856,    0.000000 | 2.956067e-03, 3.798675e-03,   0.046805 :       OK
204 :  -5.030175,   0.012248,  10.334562 |  -4.240186,  -0.746624,    0.000000 | 4.713513e-04, 2.668558e-03,   0.036055 :       OK
205 :   3.264652,  -1.880596, -46.875994 |   5.091249,  -4.584487,    0.000000 | 7.423505e-04, 8.245886e-04,   0.009289 :       OK
206 :   5.122861,  -2.591219,  -5.306359 |   4.468517,  -2.553623,    0.000000 | 8.616185e-04, 1.506601e-03,   0.019311 :       OK
207 :  -4.663018,  -7.403392,  -6.653379 |  -3.180431,  -5.734340,    0.000000 | 1.617219e-03, 8.961626e-04,   0.016165 :       OK
208 :   0.542791,  -3.324926,  48.021022 |  -1.974676,  -3.362791,    0.000000 | 2.060287e-03, 1.209062e-03,   0.035115 :       OK
209 :   2.710866,   4.973074, -28.862194 |   0.373161,   3.479636,    0.000000 | 2.998524e-03, 3.197360e-04,   0.049377 :       OK
210 :   4.032519,   2.413909, -32.033200 |   2.703716,   0.354552,    0.000000 | 8.326513e-05, 6.312630e-04,   0.013376 :       OK
211 :   2.733083,  -7.942765, -21.131637 |   4.910128,  -7.899639,    0.000000 | 1.794337e+00, 1.459033e+01,  10.341286 : Overflow
212 :   0.484737,  -1.129565,  55.389643 |  -0.448709,  -0.958161,    0.000000 | 1.438130e-04, 6.722139e-05,   0.008604 :       OK
213 :   1.160642,  -3.434249,  -6.513232 |   1.293950,  -2.977825,    0.000000 | 2.308518e-03, 1.004240e-03,   0.044407 :       OK
214 :  -1.483082,  -0.800580, -52.838887 |  -1.088865,   0.335364,    0.000000 | 2.327957e-04, 7.570730e-04,   0.039844 :       OK
215 :   6.005522,   1.207398,  47.341901 |   7.708673,   5.966105,    0.000000 | 1.531411e+01, 8.540791e-01,   5.964727 : Overflow
216 :  -0.312979,   0.089797,  -7.814746 |  -0.272318,   0.110738,    0.000000 | 5.042193e-05, 1.241352e-04,   0.026125 :       OK
217 :  -3.380854,   3.641890,  15.378373 |  -2.086147,   2.369437,    0.000000 | 1.211736e-03, 1.066723e-03,   0.029316 :       OK
218 :   4.810667,  -0.544456, -20.690512 |   4.421636,  -1.954604,    0.000000 | 1.454100e-03, 3.285922e-03,   0.042568 :       OK
219 :  -4.778515,   1.263748,  10.300209 |  -3.839836,   0.348960,    0.000000 | 2.543541e-04, 2.781265e-03,   0.041498 :       OK
220 :  -4.644446,  -3.086490,  30.728010 |  -5.861854,  -5.105709,    0.000000 | 2.297542e-03, 2.638230e-03,   0.025800 :       OK
221 :   1.080747,  -4.469713,  26.649648 |  -0.792419,  -3.685043,    0.000000 | 1.464645e-03, 3.157923e-04,   0.022770 :       OK
222 :  -3.547038,  -0.643866,  49.653470 |  -4.642602,  -3.629928,    0.000000 | 7.006023e-04, 8.956481e-04,   0.011045 :       OK
223 :   1.028868,  -3.237749, -42.433248 |   3.275423,  -4.149395,    0.000000 | 2.417618e-04, 1.910743e-04,   0.003331 :       OK
224 :   5.928958,   6.010428,   9.290674 |   5.796822,   5.854305,    0.000000 | 1.286265e+01, 1.287940e+01,  22.182249 : Overflow
225 :  -2.089653,  -1.605577,  56.820238 |  -4.207499,  -4.058499,    0.000000 | 1.105605e-03, 1.146140e-03,   0.015596 :       OK
226 :  -2.555750,   2.799943, -31.994916 |  -3.825926,   3.941851,    0.000000 | 1.714615e-03, 1.664236e-03,   0.024908 :       OK
227 :   0.543208,   1.006246,  46.124117 |   1.352007,   1.523784,    0.000000 | 1.893538e-03, 1.680379e-03,   0.071151 :       OK
228 :   2.305348,   6.372701,  -8.153583 |   1.177284,   5.068440,    0.000000 | 2.576310e-03, 5.997987e-04,   0.029120 :       OK
229 :  -3.796596,   4.932714,  12.946617 |  -2.298348,   3.480085,    0.000000 | 1.219687e-04, 8.085647e-05,   0.002002 :       OK
230 :   3.513886,  -5.794282,  -8.900771 |   3.700930,  -5.320901,    0.000000 | 6.554352e-04, 4.563465e-04,   0.007051 :       OK
231 :   4.620877,  -0.754572,  28.042310 |   3.983971,   1.249826,    0.000000 | 5.662005e-04, 1.807828e-03,   0.026004 :       OK
232 :  -0.647828,   3.448220, -43.622815 |  -3.096143,   4.181388,    0.000000 | 3.339988e-03, 2.474030e-03,   0.045746 :       OK
233 :   4.604510,  -1.490853,   8.135589 |   3.683072,  -0.705232,    0.000000 | 1.376058e-04, 7.153176e-04,   0.011126 :       OK
234 :   3.799528,  -7.523869,  52.192066 |  -1.953006,  -5.731612,    0.000000 | 4.745822e-03, 1.619651e-03,   0.047432 :       OK
235 :   6.960585,  -3.118945, -18.492944 |   6.929137,  -4.620762,    0.000000 | 1.440908e+01, 1.978476e+00,  12.979980 : Overflow
236 :  -3.424099,  -1.239370,  -6.759928 |  -2.739437,  -0.699574,    0.000000 | 2.621473e-04, 1.028848e-03,   0.021522 :       OK
237 :   3.476929,  -3.797331,  20.225817 |   1.931172,  -2.309587,    0.000000 | 2.148304e-03, 1.796728e-03,   0.053266 :       OK
238 :  -0.249277,  -5.780031,  29.659455 |  -2.830321,  -5.565170,    0.000000 | 3.457287e-03, 1.759757e-03,   0.035584 :       OK
239 :  -6.180629,   4.441241, -17.325147 |  -6.496240,   5.429550,    0.000000 | 1.409499e+01, 2.102006e+00,  14.147776 : Overflow
240 :   3.790804,   7.815689, -20.249962 |   1.003938,   5.759582,    0.000000 | 3.467224e-03, 6.024575e-04,   0.034495 :       OK
241 :  -5.993680,  -2.470462, -30.229360 |  -4.549431,   0.405503,    0.000000 | 1.795787e-04, 2.001855e-03,   0.025210 :       OK
242 :  -0.300271,   6.592143, -28.420612 |  -3.106412,   6.285622,    0.000000 | 4.753741e-03, 2.351467e-03,   0.043320 :       OK
243 :  -1.071037,  -0.465516, -58.971555 |  -0.930933,   0.475405,    0.000000 | 6.924137e-05, 1.358102e-04,   0.008364 :       OK
244 :   1.343419,   4.000104, -54.607917 |  -2.004119,   3.713625,    0.000000 | 6.702469e-04, 3.612417e-04,   0.010346 :       OK
245 :  -1.213180,   7.802215,   8.526063 |  -0.050879,   6.395593,    0.000000 | 5.137606e-03, 3.779128e-05,   0.046026 :       OK
246 :  -6.159654,   2.018468,   4.001048 |  -5.006580,   1.321762,    0.000000 | 4.253411e-04, 1.607411e-03,   0.018392 :       OK
247 :   1.945802,   1.702370, -36.125430 |   0.995449,   0.615987,    0.000000 | 3.875186e-04, 6.266032e-04,   0.036079 :       OK
248 :  -7.283803,  -2.938019,  12.112550 |  -6.698759,  -3.779851,    0.000000 | 1.394595e+01, 2.800070e+00,  19.360373 : Overflow
249 :   2.655040,   4.374687, -50.123358 |  -0.495174,   2.927232,    0.000000 | 5.220044e-04, 8.780953e-05,   0.010219 :       OK
250 :   2.775963,  -3.620854,  -8.023343 |   2.748175,  -3.357640,    0.000000 | 6.315611e-04, 5.167182e-04,   0.010785 :       OK
251 :  -7.134248,   4.395560,  30.656121 |  -4.741670,   0.861277,    0.000000 | 6.905115e-04, 3.813788e-03,   0.046089 :       OK
252 :  -2.924531,   7.789170,  40.473050 |   1.897117,   6.283665,    0.000000 | 5.583561e-03, 1.682585e-03,   0.050922 :       OK
253 :   5.012514,  -5.166418,  54.358674 |   1.470428,  -1.800225,    0.000000 | 4.736737e-04, 3.867738e-04,   0.015084 :       OK
254 :   7.230205,   0.788216, -41.904924 |   7.154757,  -3.952776,    0.000000 | 1.921154e-03, 3.479908e-03,   0.027876 :       OK
255 :  -0.732492,   3.520841,  17.781980 |   0.284019,   2.871684,    0.000000 | 2.025048e-03, 2.014488e-04,   0.040401 :       OK
256 :   3.961590,  -7.365701,  55.467862 |  -1.933648,  -5.503504,    0.000000 | 2.409778e-03, 8.478991e-04,   0.025082 :       OK
257 :  -1.922250,   3.321799,  20.144903 |  -0.705441,   2.356063,    0.000000 | 1.136701e-03, 3.397598e-04,   0.027647 :       OK
258 :  -0.437918,  -2.780410,  -4.971099 |  -0.164322,  -2.284255,    0.000000 | 7.509688e-04, 5.353868e-05,   0.018837 :       OK
259 :   4.722774,   1.982662, -35.711285 |   3.611934,  -0.628585,    0.000000 | 2.907883e-05, 1.638672e-04,   0.002598 :       OK
260 :  -5.899285,   0.374605, -25.013397 |  -5.509109,   2.546511,    0.000000 | 8.742276e-04, 1.893344e-03,   0.019697 :       OK
261 :  -0.542971,   0.073455,  51.755696 |  -0.584350,  -0.377077,    0.000000 | 2.382917e-04, 3.690904e-04,   0.036176 :       OK
262 :  -4.579781,  -2.809039, -44.834550 |  -3.008423,   0.204934,    0.000000 | 1.659194e-04, 2.457274e-03,   0.046801 :       OK
263 :  -2.227569,   0.514917, -50.301257 |  -3.032849,   2.442164,    0.000000 | 1.522536e-03, 1.890327e-03,   0.035695 :       OK
264 :  -7.396955,   3.591361,  40.143634 |  -5.444021,  -0.919095,    0.000000 | 8.804897e-04, 5.196112e-03,   0.054681 :       OK
265 :  -2.362746,   0.784894,  46.993522 |  -2.061698,  -0.911575,    0.000000 | 2.368322e-04, 5.363626e-04,   0.014911 :       OK
266 :   7.603440,  -5.053566,  45.006295 |   4.714562,  -0.073425,    0.000000 | 5.987041e-06, 4.332707e-04,   0.005266 :       OK
267 :  -0.847484,  -1.504837, -36.561696 |   0.000674,  -1.031838,    0.000000 | 8.545535e-04, 1.072511e-06,   0.047451 :       OK
268 :   3.886407,   3.371044,  12.268357 |   3.902619,   3.557409,    0.000000 | 2.989330e-04, 3.278172e-04,   0.004804 :       OK
269 :   6.058388,  -3.276733, -23.278024 |   6.583072,  -5.045545,    0.000000 | 2.560437e-03, 3.339648e-03,   0.029054 :       OK
270 :   6.497295,  -4.446143,  37.215523 |   4.000740,  -0.741994,    0.000000 | 6.069984e-04, 3.262602e-03,   0.046719 :       OK
271 :  -1.926660,  -1.428502,  37.799678 |  -2.799403,  -2.585698,    0.000000 | 1.831715e-03, 1.982919e-03,   0.040563 :       OK
272 :  -5.615357,  -2.224166, -54.677692 |  -4.906213,   2.401236,    0.000000 | 1.333715e-03, 2.722650e-03,   0.031787 :       OK
273 :  -5.554309,   6.913556,   7.480055 |  -3.897125,   5.182294,    0.000000 | 2.456897e-03, 1.848225e-03,   0.027152 :       OK
274 :   1.787833,   0.847609,   7.587184 |   1.589946,   0.906530,    0.000000 | 3.536444e-04, 6.206921e-04,   0.022375 :       OK
275 :   1.623526,   2.453107, -30.106626 |   0.417973,   1.582170,    0.000000 | 9.950077e-04, 2.623275e-04,   0.036038 :       OK
276 :   3.616696,   4.693964,  11.371731 |   3.838506,   4.571485,    0.000000 | 4.838657e-04, 4.065025e-04,   0.006056 :       OK
277 :  -7.749455,  -6.083604, -21.611746 |  -4.943666,  -2.928021,    0.000000 | 8.473022e-04, 1.431675e-03,   0.016600 :       OK
278 :  -7.798240,   5.267426, -11.213275 |  -7.456032,   5.729283,    0.000000 | 1.302408e+01, 1.256274e+01,  20.259649 : Overflow
279 :  -5.552115,   7.052184,  14.827894 |  -3.230810,   4.843194,    0.000000 | 1.701789e-03, 1.134639e-03,   0.020141 :       OK
280 :  -6.924938,   7.791512,  51.439548 |  -1.605537,   3.370251,    0.000000 | 9.691209e-04, 4.611635e-04,   0.016481 :       OK
281 :  -5.051810,  -7.464202, -39.631009 |  -0.601324,  -4.599018,    0.000000 | 6.228481e-04, 8.067476e-05,   0.007761 :       OK
282 :  -0.444331,  -7.183903,  37.947492 |  -4.695667,  -7.579427,    0.000000 | 1.192133e+00, 1.516429e+01,   8.159507 : Overflow
283 :   3.915444,   1.141585,  41.635661 |   4.895773,   3.782875,    0.000000 | 1.161322e-03, 1.502452e-03,   0.017574 :       OK
284 :   1.296804,  -3.576342, -42.557731 |   3.799391,  -4.699363,    0.000000 | 6.757319e-04, 5.460363e-04,   0.008246 :       OK
285 :   7.598741,  -1.623411,  -1.196334 |   6.334799,  -1.479034,    0.000000 | 1.392435e+01, 3.943747e+00,  30.276590 : Overflow
286 :  -5.334923,   6.153727,  -4.980265 |  -4.887959,   5.510825,    0.000000 | 1.247617e+01, 1.268964e+01,  26.492658 : Overflow
287 :  -0.147115,   0.456148,  56.264764 |   0.248561,   0.436057,    0.000000 | 8.786051e-05, 5.013608e-05,   0.011540 :       OK
288 :  -6.153165,  -0.245018, -10.644785 |  -5.156164,   0.747222,    0.000000 | 6.537009e-04, 4.529841e-03,   0.050340 :       OK
289 :  -3.251974,   1.468066, -44.380499 |  -4.590034,   3.907793,    0.000000 | 2.751899e-03, 3.232944e-03,   0.040375 :       OK
290 :  -1.861603,   4.061944,   2.593133 |  -1.393709,   3.304043,    0.000000 | 2.688491e-03, 1.132710e-03,   0.046633 :       OK
291 :  -3.475871,   5.612045,  48.661143 |   0.459425,   3.684821,    0.000000 | 2.442391e-04, 2.986675e-05,   0.003799 :       OK
292 :   4.115592,  -7.349116,  41.495515 |  -0.462331,  -5.073342,    0.000000 | 4.055628e-03, 3.720044e-04,   0.045800 :       OK
293 :  -3.861087,   3.900405,  56.741393 |  -1.152238,   1.240068,    0.000000 | 3.782151e-04, 3.514516e-04,   0.017464 :       OK
294 :   1.638088,  -5.198810, -54.119805 |   6.720360,  -7.869256,    0.000000 | 3.934348e-01, 1.566012e+01,   2.772483 : Overflow
295 :  -0.859452,  -3.351785, -43.771198 |   1.405944,  -3.033717,    0.000000 | 4.910474e-04, 2.279762e-04,   0.009269 :       OK
296 :   0.493175,   2.340901,  40.774878 |   2.019323,   2.771869,    0.000000 | 8.175111e-04, 5.952951e-04,   0.016907 :       OK
297 :   6.320561,  -6.559777,  28.855202 |   3.065327,  -3.393779,    0.000000 | 3.291503e-03, 2.973350e-03,   0.055537 :       OK
298 :  -4.853833,  -7.406823, -45.498282 |   0.044242,  -4.642640,    0.000000 | 3.166782e-03, 2.837117e-05,   0.039082 :       OK
299 :  -7.062927,  -2.737132, -41.219983 |  -5.665288,   1.704784,    0.000000 | 4.269632e-04, 1.422150e-03,   0.014386 :       OK
300 :  -0.320503,   5.873280, -34.391999 |  -3.419536,   5.947595,    0.000000 | 2.283353e-03, 1.311866e-03,   0.022004 :       OK
301 :   1.651978,  -5.727382,  10.838691 |   0.490980,  -4.576904,    0.000000 | 1.632496e-03, 1.761224e-04,   0.020435 :       OK
302 :   3.967327,  -6.869092,  47.737566 |  -0.815522,  -4.723977,    0.000000 | 2.012353e-03, 3.485452e-04,   0.024405 :       OK
303 :   5.315212,   2.491322,  39.164711 |   7.007318,   5.824417,    0.000000 | 2.688915e-03, 3.234325e-03,   0.026433 :       OK
304 :  -5.450284,   4.012753,  10.646766 |  -3.978554,   2.542132,    0.000000 | 2.323706e-03, 3.634596e-03,   0.052321 :       OK
305 :   5.470552,  -0.662047, -21.460758 |   5.072143,  -2.328648,    0.000000 | 2.266223e-03, 4.930671e-03,   0.055681 :       OK
306 :  -1.126922,  -0.761810,  23.062204 |  -1.273246,  -1.070673,    0.000000 | 3.935888e-04, 4.679502e-04,   0.021047 :       OK
307 :  -0.479361,  -4.535996, -21.825299 |   1.041705,  -3.885071,    0.000000 | 1.821566e-03, 4.893832e-04,   0.026860 :       OK
308 :   4.691914,   6.666755, -59.597841 |  -0.653118,   3.983910,    0.000000 | 2.559276e-03, 4.209831e-04,   0.036804 :       OK
309 :  -7.684588,  -7.191914,  -4.569091 |  -5.920412,  -5.477664,    0.000000 | 2.561838e-03, 2.768658e-03,   0.026780 :       OK
310 :   2.641408,  -3.263532,   5.296141 |   1.950489,  -2.516709,    0.000000 | 1.296462e-03, 1.004496e-03,   0.029529 :       OK
311 :  -2.523035,  -1.669593, -17.852276 |  -1.757335,  -0.790270,    0.000000 | 4.128676e-04, 9.171658e-04,   0.029895 :       OK
312 :  -5.636671,   1.093948, -13.496433 |  -5.023376,   2.045005,    0.000000 | 3.117913e-04, 7.641095e-04,   0.008711 :       OK
313 :   2.007119,  -3.389096,  38.382318 |   0.025365,  -2.266136,    0.000000 | 6.909117e-04, 7.261245e-06,   0.017469 :       OK
314 :  -2.557874,  -3.097150, -17.777416 |  -1.415217,  -2.025492,    0.000000 | 1.588899e-03, 1.109677e-03,   0.044965 :       OK
315 :   4.336545,  -2.027544,  20.125931 |   3.219472,  -0.497148,    0.000000 | 4.029451e-04, 2.619365e-03,   0.046620 :       OK
316 :   4.954646,  -5.196079,  46.783971 |   1.634646,  -2.087938,    0.000000 | 1.063537e-03, 8.328713e-04,   0.029172 :       OK
317 :  -2.807134,  -2.615381,  52.141586 |  -5.621368,  -5.557324,    0.000000 | 1.356333e-03, 1.371988e-03,   0.013995 :       OK
318 :   2.039792,  -3.228457, -54.144389 |   5.431826,  -5.815194,    0.000000 | 5.633822e-04, 5.263468e-04,   0.005542 :       OK
319 :   1.251308,  -4.139502, -45.645077 |   4.420799,  -5.501254,    0.000000 | 3.644139e-03, 2.929152e-03,   0.037936 :       OK
320 :  -6.264183,   6.009541,  -4.632167 |  -5.618490,   5.423603,    0.000000 | 1.234954e+01, 1.228197e+01,  26.840757 : Overflow
321 :  -1.886861,   4.416959, -21.817742 |  -3.110191,   4.544774,    0.000000 | 2.731044e-03, 1.869793e-03,   0.034417 :       OK
322 :   2.650883,   0.723772, -27.090555 |   2.155482,  -0.410261,    0.000000 | 2.118812e-04, 1.109984e-03,   0.029502 :       OK
323 :   0.498323,   6.063219, -56.828536 |  -5.215375,   7.234749,    0.000000 | 9.224560e-04, 6.655864e-04,   0.007298 :       OK
324 :   2.912298,  -0.637359,  -5.969067 |   2.484894,  -0.783955,    0.000000 | 3.843535e-04, 1.216285e-03,   0.028040 :       OK
325 :   0.025822,   0.200739, -41.238426 |  -0.103290,   0.194821,    0.000000 | 1.115935e-04, 5.912103e-05,   0.032830 :       OK
326 :  -0.529914,  -7.885676,  16.850211 |  -2.411081,  -6.959591,    0.000000 | 2.061670e+00, 1.480896e+01,  14.622713 : Overflow
327 :   3.444961,   5.491838, -22.176214 |   1.267211,   3.768410,    0.000000 | 7.668495e-04, 2.572689e-04,   0.011663 :       OK
328 :   6.831848,  -3.680084,  49.046601 |   4.930788,   1.225009,    0.000000 | 1.141433e-03, 4.605448e-03,   0.053524 :       OK
329 :   5.146430,  -2.960962, -20.987954 |   5.480404,  -4.223152,    0.000000 | 2.287686e-03, 2.969618e-03,   0.031060 :       OK
330 :  -2.942669,   7.261366,   2.167330 |  -2.215544,   5.937272,    0.000000 | 3.731591e-02, 1.382274e-02,   0.360530 :       OK
331 :   6.662861,  -0.395663,  27.580324 |   6.017512,   2.398230,    0.000000 | 5.280235e-04, 1.327192e-03,   0.012641 :       OK
332 :   7.887858,   1.933372, -10.100160 |   6.362889,   0.469488,    0.000000 | 3.791043e-04, 5.179856e-03,   0.046645 :       OK
333 :  -5.048379,  -0.110676, -42.901444 |  -5.343895,   3.319260,    0.000000 | 9.398463e-04, 1.514175e-03,   0.016242 :       OK
334 :   5.271281,   5.469161, -33.809381 |   2.321816,   2.618051,    0.000000 | 4.908748e-05, 4.344458e-05,   0.001082 :       OK
335 :  -0.814407,   2.085972,  15.301630 |  -0.232247,   1.610366,    0.000000 | 1.643862e-04, 2.396119e-05,   0.005847 :       OK
336 :  -7.016467,   0.315156, -39.484108 |  -7.454997,   4.663486,    0.000000 | 1.532510e+01, 9.534139e-01,   6.622892 : Overflow
337 :   3.539132,   2.011304,  -7.693611 |   2.738444,   1.288488,    0.000000 | 3.805308e-04, 8.078179e-04,   0.016896 :       OK
338 :   5.833048,  -5.476844,  36.987957 |   2.742365,  -2.178692,    0.000000 | 1.639718e-03, 2.063384e-03,   0.043090 :       OK
339 :   0.030026,  -4.019919,  56.650209 |  -3.824200,  -5.074493,    0.000000 | 3.380547e-03, 2.546787e-03,   0.038186 :       OK
340 :  -7.053766,  -3.127219, -10.690498 |  -5.468281,  -1.541767,    0.000000 | 4.254808e-04, 1.512623e-03,   0.015852 :       OK
341 :  -3.519605,  -0.046371,   1.055525 |  -2.921708,  -0.092290,    0.000000 | 3.337002e-03, 7.511814e-02,   1.472335 :       OK
342 :  -5.027701,  -2.484388, -53.423788 |  -3.907621,   1.454159,    0.000000 | 1.390842e-03, 3.731915e-03,   0.054706 :       OK
343 :  -7.323028,   1.020142,  13.517644 |  -6.044846,  -0.576790,    0.000000 | 1.247336e-04, 1.318670e-03,   0.012500 :       OK
