Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular vectoring test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
167 :   0.165087,   0.383936,   0.000000 |   0.688221,   0.000000,   66.732988 | 2.652338e-09, 4.656613e-10, 1.591417e-07 : 000, -1 :  84
168 :   0.085333,  -0.119589,   0.000000 |   0.241930,   0.000000,  -54.490004 | 2.267925e-09, 9.313226e-10, 3.497641e-07 : 000, -1 :  84
169 :   0.092853,  -0.737917,   0.000000 |   1.224755,   0.000000,  -82.828082 | 2.014033e+00, 4.413532e-01, 2.773213e+00 : 100,  2 :  57
170 :   0.786801,  -0.474914,   0.000000 |   1.513407,   0.000000,  -31.115236 | 2.095748e+00, 6.810294e-01, 1.268029e+01 : 100,  1 :  56
171 :   0.145257,   0.757526,   0.000000 |   1.270191,   0.000000,   79.145163 | 2.021054e+00, 3.586475e-01, 6.456131e+00 : 100,  2 :  57
172 :  -0.448314,  -0.645267,   0.000000 |   1.293892,   0.000000, -124.790537 | 2.101834e+00, 6.501621e-01, 1.635559e+01 : 100,  1 :  56
173 :   0.029973,   0.174667,   0.000000 |   0.291839,   0.000000,   80.262850 | 5.503524e-09, 4.656613e-10, 1.081343e-07 : 000, -1 :  84
174 :   0.047191,  -0.557193,   0.000000 |   0.920848,   0.000000,  -85.158907 | 4.451076e-09, 9.313226e-10, 8.785048e-08 : 000, -1 :  84
175 :  -0.766556,   0.713895,   0.000000 |   1.724980,   0.000000,  137.037230 | 2.218198e+00, 3.124363e-01, 2.452782e+01 : 101,  1 :  56
176 :  -0.032234,  -0.382178,   0.000000 |   0.631589,   0.000000,  -94.821064 | 1.751416e-09, 4.656613e-10, 6.977670e-08 : 000, -1 :  84
177 :  -0.636952,   0.333770,   0.000000 |   1.184192,   0.000000,  152.344990 | 2.016334e+00, 4.016001e-01, 4.816182e+00 : 101,  2 :  57
178 :  -0.873711,  -0.374662,   0.000000 |   1.565499,   0.000000, -156.789534 | 2.067601e+00, 8.748625e-01, 4.775517e+00 : 100,  1 :  56
179 :   0.448243,  -0.294997,   0.000000 |   0.883660,   0.000000,  -33.349604 | 2.192690e-09, 4.656613e-10, 1.045216e-07 : 000, -1 :  84
180 :   0.863616,  -0.946383,   0.000000 |   2.109828,   0.000000,  -47.618172 | 2.258447e+00, 1.777677e-01, 2.394688e+01 : 100,  1 :  56
181 :   0.294452,  -0.525016,   0.000000 |   0.991268,   0.000000,  -60.714414 | 2.609888e-10, 1.862645e-09, 1.154560e-07 : 000, -1 :  84
182 :  -0.379765,  -0.008289,   0.000000 |   0.625531,   0.000000, -178.749663 | 2.671083e-09, 9.313226e-10, 2.026464e-07 : 001, -1 :  84
183 :  -0.516576,   0.561598,   0.000000 |   1.256559,   0.000000,  132.608866 | 2.155873e+00, 5.059344e-01, 2.417392e+01 : 101,  1 :  56
184 :  -0.986218,   0.888707,   0.000000 |   2.186180,   0.000000,  137.977147 | 2.262499e+00, 1.600480e-01, 2.358790e+01 : 101,  1 :  56
185 :   0.113839,   0.695106,   0.000000 |   1.159922,   0.000000,   80.699153 | 2.016145e+00, 4.019006e-01, 4.902142e+00 : 100,  2 :  57
186 :   0.266163,  -0.417092,   0.000000 |   0.814786,   0.000000,  -57.456440 | 2.062550e-09, -0.000000e+00, 1.456279e-07 : 000, -1 :  84
187 :  -0.124109,  -0.073197,   0.000000 |   0.237275,   0.000000, -149.468598 | 4.468126e-09, -0.000000e+00, 3.136538e-07 : 000, -1 :  84
188 :   0.324038,   0.969676,   0.000000 |   1.683625,   0.000000,   71.521844 | 2.067091e+00, 9.987810e-01, 4.320688e-02 : 100,  1 :  56
189 :   0.553611,  -0.676765,   0.000000 |   1.439852,   0.000000,  -50.715970 | 2.147899e+00, 5.079663e-01, 2.084908e+01 : 100,  1 :  56
190 :   0.516416,   0.276703,   0.000000 |   0.964795,   0.000000,   28.183019 | 3.242578e-09, 9.313226e-10, 3.625126e-07 : 000, -1 :  84
191 :  -0.451338,   0.564712,   0.000000 |   1.190467,   0.000000,  128.633055 | 2.117730e+00, 6.053499e-01, 2.019811e+01 : 101,  1 :  56
192 :   0.093102,   0.415447,   0.000000 |   0.701111,   0.000000,   77.368725 | 3.450744e-09, 9.313226e-10, 2.510859e-09 : 000, -1 :  84
193 :   0.519389,  -0.333138,   0.000000 |   1.016127,   0.000000,  -32.676249 | 2.010021e+00, 1.278922e-01, 6.919960e+00 : 100,  3 :  58
194 :   0.487764,  -0.622497,   0.000000 |   1.302312,   0.000000,  -51.919152 | 2.124684e+00, 5.796022e-01, 1.964590e+01 : 100,  1 :  56
195 :   0.728830,  -0.456013,   0.000000 |   1.415774,   0.000000,  -32.033294 | 2.094523e+00, 6.803960e-01, 1.359834e+01 : 100,  1 :  56
196 :  -0.350647,  -0.855374,   0.000000 |   1.522356,   0.000000, -112.290415 | 2.063972e+00, 9.017161e-01, 3.855466e+00 : 100,  1 :  56
197 :   0.195481,  -0.367034,   0.000000 |   0.684797,   0.000000,  -61.960451 | 2.811078e-09, 9.313226e-10, 2.937534e-07 : 000, -1 :  84
198 :  -0.714371,  -0.918802,   0.000000 |   1.916566,   0.000000, -127.865160 | 2.181177e+00, 3.878444e-01, 1.943021e+01 : 100,  1 :  56
199 :  -0.759468,   0.296448,   0.000000 |   1.342562,   0.000000,  158.677481 | 2.055136e+00, 9.350618e-01, 2.887571e+00 : 101,  1 :  56
200 :  -0.637445,   0.277846,   0.000000 |   1.145102,   0.000000,  156.448855 | 2.025500e+00, 3.242735e-01, 8.920047e+00 : 101,  2 :  57
201 :   0.525348,  -0.775895,   0.000000 |   1.543044,   0.000000,  -55.898615 | 2.116528e+00, 5.999259e-01, 1.566644e+01 : 100,  1 :  56
202 :  -0.296706,   0.814999,   0.000000 |   1.428282,   0.000000,  110.004369 | 2.057430e+00, 9.624408e-01, 1.569420e+00 : 101,  1 :  56
203 :  -0.827078,   0.550667,   0.000000 |   1.636264,   0.000000,  146.344370 | 2.120313e+00, 5.875377e-01, 1.522068e+01 : 101,  1 :  56
204 :   0.030570,  -0.584892,   0.000000 |   0.964492,   0.000000,  -87.008107 | 4.008767e-09, 9.313226e-10, 1.335402e-07 : 000, -1 :  84
205 :   0.067077,   0.909515,   0.000000 |   1.501821,   0.000000,   85.782069 | 2.015474e+00, 5.046896e-01, 1.807746e-01 : 100,  2 :  57
206 :  -0.703869,   0.452286,   0.000000 |   1.377773,   0.000000,  147.276371 | 2.095826e+00, 6.735056e-01, 1.428868e+01 : 101,  1 :  56
207 :   0.923137,   0.140565,   0.000000 |   1.537708,   0.000000,    8.657830 | 2.082720e+00, 7.492783e-01, 9.777119e+00 : 110,  1 :  56
208 :   0.641081,   0.788129,   0.000000 |   1.673007,   0.000000,   50.874349 | 2.170274e+00, 4.324431e-01, 2.069070e+01 : 100,  1 :  56
209 :  -0.776153,  -0.128801,   0.000000 |   1.295618,   0.000000, -170.577749 | 2.018269e+00, 3.877175e-01, 5.023545e+00 : 100,  2 :  57
210 :  -0.169187,   0.402447,   0.000000 |   0.718916,   0.000000,  112.801653 | 3.154552e-09, 4.656613e-10, 4.657322e-08 : 001, -1 :  84
211 :   0.614266,   0.689000,   0.000000 |   1.520061,   0.000000,   48.281965 | 2.179429e+00, 4.231015e-01, 2.328309e+01 : 100,  1 :  56
212 :   0.508308,   0.287681,   0.000000 |   0.961823,   0.000000,   29.508100 | 3.573899e-09, 1.862645e-09, 1.645822e-07 : 000, -1 :  84
213 :  -0.150601,   0.125022,   0.000000 |   0.322324,   0.000000,  140.302155 | 8.367471e-10, 9.313226e-10, 1.180581e-07 : 001, -1 :  84
214 :  -0.890463,   0.575727,   0.000000 |   1.746177,   0.000000,  147.115387 | 2.122618e+00, 5.816406e-01, 1.444966e+01 : 101,  1 :  56
215 :   0.888317,  -0.833633,   0.000000 |   2.006111,   0.000000,  -43.181063 | 2.256818e+00, 1.937089e-01, 2.474611e+01 : 100,  1 :  56
216 :  -0.215272,  -0.634058,   0.000000 |   1.102680,   0.000000, -108.753087 | 2.042487e+00, 2.411979e-01, 1.371811e+01 : 100,  2 :  57
217 :   0.228504,   0.516805,   0.000000 |   0.930531,   0.000000,   66.147514 | 4.570447e-09, 1.396984e-09, 3.615243e-07 : 000, -1 :  84
218 :  -0.830760,   0.223068,   0.000000 |   1.416522,   0.000000,  164.969974 | 2.058848e+00, 9.192222e-01, 3.404923e+00 : 111,  1 :  56
219 :  -0.925808,  -0.675812,   0.000000 |   1.887566,   0.000000, -143.871703 | 2.160947e+00, 4.491866e-01, 1.769335e+01 : 100,  1 :  56
220 :   0.347795,  -0.186170,   0.000000 |   0.649626,   0.000000,  -28.159537 | 2.064690e-09, 4.656613e-10, 3.116838e-09 : 000, -1 :  84
221 :  -0.567568,   0.593419,   0.000000 |   1.352230,   0.000000,  133.724452 | 2.178317e+00, 4.453569e-01, 2.528950e+01 : 101,  1 :  56
222 :   0.855821,   0.650954,   0.000000 |   1.770685,   0.000000,   37.257341 | 2.161477e+00, 4.514790e-01, 1.882239e+01 : 100,  1 :  56
223 :   0.730647,  -0.996293,   0.000000 |   2.034561,   0.000000,  -53.744965 | 2.174799e+00, 4.021764e-01, 1.782009e+01 : 100,  1 :  56
224 :  -0.938345,  -0.586644,   0.000000 |   1.822365,   0.000000, -147.986781 | 2.121524e+00, 5.892062e-01, 1.357827e+01 : 100,  1 :  56
225 :  -0.950580,   0.348880,   0.000000 |   1.667478,   0.000000,  159.845961 | 2.067168e+00, 9.519702e-01, 1.719090e+00 : 101,  1 :  56
226 :   0.773355,   0.811255,   0.000000 |   1.845704,   0.000000,   46.370130 | 2.242143e+00, 2.455955e-01, 2.519492e+01 : 100,  1 :  56
227 :   0.564267,  -0.680516,   0.000000 |   1.455776,   0.000000,  -50.335334 | 2.152869e+00, 4.938578e-01, 2.122972e+01 : 100,  1 :  56
228 :  -0.586132,   0.464960,   0.000000 |   1.232034,   0.000000,  141.576133 | 2.120357e+00, 5.956261e-01, 1.998892e+01 : 101,  1 :  56
229 :   0.290143,  -0.154561,   0.000000 |   0.541361,   0.000000,  -28.044525 | 3.227517e-09, 9.313226e-10, 3.153507e-08 : 000, -1 :  84
230 :   0.608316,  -0.233929,   0.000000 |   1.073268,   0.000000,  -21.034357 | 2.032145e+00, 2.893762e-01, 1.143684e+01 : 100,  2 :  57
231 :   0.722433,  -0.282015,   0.000000 |   1.277107,   0.000000,  -21.324061 | 2.052450e+00, 9.381949e-01, 2.889112e+00 : 100,  1 :  56
232 :  -0.472872,  -0.810139,   0.000000 |   1.544740,   0.000000, -120.271771 | 2.093095e+00, 6.957618e-01, 1.183682e+01 : 100,  1 :  56
233 :   0.468180,   0.709680,   0.000000 |   1.400073,   0.000000,   56.586910 | 2.101464e+00, 6.525696e-01, 1.497814e+01 : 100,  1 :  56
234 :   0.828795,   0.027573,   0.000000 |   1.365582,   0.000000,    1.905490 | 2.015343e+00, 5.587925e-01, 2.493215e+00 : 100,  2 :  57
235 :   0.461291,   0.911184,   0.000000 |   1.681830,   0.000000,   63.148971 | 2.084408e+00, 7.636552e-01, 8.416081e+00 : 100,  1 :  56
236 :   0.545976,   0.007397,   0.000000 |   0.899174,   0.000000,    0.776164 | 1.511084e-09, 4.656613e-10, 1.636116e-07 : 000, -1 :  84
237 :   0.855485,  -0.496391,   0.000000 |   1.628761,   0.000000,  -30.124229 | 2.097337e+00, 6.831562e-01, 1.168928e+01 : 100,  1 :  56
238 :   0.758717,  -0.227147,   0.000000 |   1.304216,   0.000000,  -16.666802 | 2.042908e+00, 2.257261e-01, 1.226810e+01 : 100,  2 :  57
239 :  -0.811280,  -0.314853,   0.000000 |   1.433067,   0.000000, -158.789053 | 2.058721e+00, 9.333603e-01, 2.775998e+00 : 100,  1 :  56
240 :  -0.601475,   0.687370,   0.000000 |   1.504106,   0.000000,  131.187203 | 2.172314e+00, 4.414716e-01, 2.275225e+01 : 101,  1 :  56
241 :  -0.087145,   0.970755,   0.000000 |   1.605029,   0.000000,   95.129712 | 2.105324e+00, 6.453402e-01, 1.330524e+01 : 111,  1 :  56
242 :  -0.972941,  -0.066239,   0.000000 |   1.605909,   0.000000, -176.105215 | 2.113378e+00, 6.128888e-01, 1.454016e+01 : 110,  1 :  56
243 :   0.882300,  -0.416367,   0.000000 |   1.606596,   0.000000,  -25.263126 | 2.074962e+00, 8.165997e-01, 6.828177e+00 : 100,  1 :  56
244 :  -0.066826,   0.377390,   0.000000 |   0.631138,   0.000000,  100.041521 | 5.329147e-09, -0.000000e+00, 1.380009e-07 : 001, -1 :  84
245 :  -0.104603,  -0.842746,   0.000000 |   1.398449,   0.000000,  -97.075458 | 2.015912e+00, 4.353634e-01, 2.676753e+00 : 100,  2 :  57
246 :   0.392074,   0.161750,   0.000000 |   0.698438,   0.000000,   22.418533 | 2.697048e-09, 9.313226e-10, 1.451799e-07 : 000, -1 :  84
247 :  -0.117716,  -0.533315,   0.000000 |   0.899382,   0.000000, -102.447028 | 1.437835e-09, 4.656613e-10, 1.890223e-07 : 000, -1 :  84
248 :   0.430331,   0.505217,   0.000000 |   1.092870,   0.000000,   49.576506 | 2.002952e+00, 2.657383e-01, 8.272852e-01 : 100,  3 :  58
249 :   0.832999,   0.407954,   0.000000 |   1.527422,   0.000000,   26.092882 | 2.073946e+00, 8.045689e-01, 7.657933e+00 : 100,  1 :  56
250 :   0.940504,  -0.332275,   0.000000 |   1.642601,   0.000000,  -19.458051 | 2.065707e+00, 9.718392e-01, 1.023102e+00 : 100,  1 :  56
251 :   0.059563,  -0.055777,   0.000000 |   0.134379,   0.000000,  -43.120160 | 4.312140e-09, 4.656613e-10, 3.688376e-07 : 000, -1 :  84
252 :  -0.510872,   0.556109,   0.000000 |   1.243547,   0.000000,  132.572284 | 2.153947e+00, 5.117461e-01, 2.413733e+01 : 101,  1 :  56
253 :  -0.114201,   0.237497,   0.000000 |   0.433966,   0.000000,  115.680679 | 5.554434e-09, 4.656613e-10, 6.743596e-08 : 001, -1 :  84
254 :  -0.338199,   0.936880,   0.000000 |   1.640262,   0.000000,  109.848772 | 2.065842e+00, 9.611419e-01, 1.413823e+00 : 101,  1 :  56
255 :  -0.641363,  -0.315361,   0.000000 |   1.176943,   0.000000, -153.816426 | 2.019128e+00, 3.724292e-01, 6.287618e+00 : 100,  2 :  57
256 :   0.289142,   0.725160,   0.000000 |   1.285592,   0.000000,   68.261424 | 2.053281e+00, 9.288671e-01, 3.303627e+00 : 100,  1 :  56
257 :   0.074651,   0.076422,   0.000000 |   0.175928,   0.000000,   45.671623 | 1.985219e-09, 4.656613e-10, 4.301000e-08 : 000, -1 :  84
258 :   0.397347,   0.318547,   0.000000 |   0.838647,   0.000000,   38.718655 | 2.541663e-09, 4.656613e-10, 1.025989e-07 : 000, -1 :  84
259 :  -0.284417,  -0.401609,   0.000000 |   0.810405,   0.000000, -125.305849 | 5.233203e-09, 1.396984e-09, 1.167204e-07 : 000, -1 :  84
260 :  -0.772887,  -0.555352,   0.000000 |   1.567254,   0.000000, -144.301167 | 2.130247e+00, 5.534157e-01, 1.726388e+01 : 100,  1 :  56
261 :   0.386598,  -0.107745,   0.000000 |   0.660896,   0.000000,  -15.573166 | 4.920585e-09, 4.656613e-10, 5.383349e-09 : 000, -1 :  84
262 :   0.164669,  -0.508964,   0.000000 |   0.880917,   0.000000,  -72.071685 | 3.411983e-09, 1.862645e-09, 4.870847e-07 : 000, -1 :  84
263 :   0.351025,   0.896595,   0.000000 |   1.585602,   0.000000,   68.619245 | 2.065196e+00, 9.217609e-01, 2.945806e+00 : 100,  1 :  56
264 :   0.928663,  -0.213623,   0.000000 |   1.569225,   0.000000,  -12.954553 | 2.069419e+00, 8.561030e-01, 5.480396e+00 : 110,  1 :  56
265 :  -0.744666,   0.685602,   0.000000 |   1.666874,   0.000000,  137.364697 | 2.207074e+00, 3.439292e-01, 2.420035e+01 : 101,  1 :  56
266 :  -0.143338,  -0.198520,   0.000000 |   0.403223,   0.000000, -125.830511 | 3.709915e-09, -0.000000e+00, 1.756256e-08 : 000, -1 :  84
267 :   0.438099,  -0.975378,   0.000000 |   1.760796,   0.000000,  -65.812376 | 2.078680e+00, 8.305405e-01, 5.752675e+00 : 100,  1 :  56
268 :  -0.364986,   0.739021,   0.000000 |   1.357321,   0.000000,  116.283760 | 2.066296e+00, 8.220310e-01, 7.848811e+00 : 101,  1 :  56
269 :  -0.583317,   0.861245,   0.000000 |   1.712949,   0.000000,  124.109587 | 2.129423e+00, 5.556471e-01, 1.567464e+01 : 101,  1 :  56
270 :  -0.684193,  -0.519319,   0.000000 |   1.414501,   0.000000, -142.800619 | 2.128552e+00, 5.631179e-01, 1.876443e+01 : 100,  1 :  56
271 :  -0.854573,  -0.529312,   0.000000 |   1.655355,   0.000000, -148.226462 | 2.108840e+00, 6.333192e-01, 1.333859e+01 : 100,  1 :  56
272 :   0.964708,  -0.639532,   0.000000 |   1.906023,   0.000000,  -33.541537 | 2.139195e+00, 5.230554e-01, 1.510659e+01 : 100,  1 :  56
273 :   0.139057,   0.474233,   0.000000 |   0.813829,   0.000000,   73.657590 | 5.126883e-09, 9.313226e-10, 1.498708e-07 : 000, -1 :  84
274 :   0.783387,  -0.267051,   0.000000 |   1.362948,   0.000000,  -18.823869 | 2.054342e+00, 9.911171e-01, 3.889206e-01 : 100,  1 :  56
275 :  -0.944918,  -0.550550,   0.000000 |   1.800908,   0.000000, -149.773077 | 2.108256e+00, 6.466341e-01, 1.179197e+01 : 100,  1 :  56
276 :   0.050324,  -0.194837,   0.000000 |   0.331379,   0.000000,  -75.517725 | 6.871333e-10, 9.313226e-10, 6.861487e-08 : 000, -1 :  84
277 :   0.828930,  -0.649022,   0.000000 |   1.733683,   0.000000,  -38.059629 | 2.165777e+00, 4.409327e-01, 1.962468e+01 : 100,  1 :  56
278 :   0.723707,  -0.299049,   0.000000 |   1.289512,   0.000000,  -22.451326 | 2.054426e+00, 9.132796e-01, 4.016378e+00 : 100,  1 :  56
279 :   0.955559,  -0.539402,   0.000000 |   1.806975,   0.000000,  -29.444218 | 2.103936e+00, 6.686768e-01, 1.100927e+01 : 100,  1 :  56
280 :   0.050200,  -0.773545,   0.000000 |   1.276523,   0.000000,  -86.286965 | 2.013237e+00, 5.151187e-01, 6.856705e-01 : 100,  2 :  57
281 :   0.011309,  -0.914650,   0.000000 |   1.506325,   0.000000,  -89.291613 | 2.018605e+00, 5.959541e-01, 3.690318e+00 : 100,  2 :  57
282 :   0.023315,   0.305550,   0.000000 |   0.504630,   0.000000,   85.636575 | 4.590145e-09, 4.656613e-10, 7.687895e-08 : 000, -1 :  84
283 :   0.009740,   0.722452,   0.000000 |   1.189814,   0.000000,   89.227594 | 2.014611e+00, 5.744791e-01, 3.626299e+00 : 100,  2 :  57
284 :  -0.964853,   0.553935,   0.000000 |   1.832116,   0.000000,  150.139313 | 2.107869e+00, 6.515247e-01, 1.142574e+01 : 101,  1 :  56
285 :  -0.314802,   0.909765,   0.000000 |   1.585321,   0.000000,  109.086940 | 2.063272e+00, 9.826792e-01, 6.519915e-01 : 101,  1 :  56
286 :   0.565217,   0.960653,   0.000000 |   1.835472,   0.000000,   59.528814 | 2.111885e+00, 6.325006e-01, 1.203624e+01 : 100,  1 :  56
287 :  -0.702131,   0.480552,   0.000000 |   1.401120,   0.000000,  145.611497 | 2.107647e+00, 6.302371e-01, 1.595355e+01 : 101,  1 :  56
288 :  -0.749828,   0.145783,   0.000000 |   1.257907,   0.000000,  168.997708 | 2.021214e+00, 3.568313e-01, 6.603586e+00 : 101,  2 :  57
289 :  -0.945932,  -0.558714,   0.000000 |   1.809150,   0.000000, -149.431808 | 2.110896e+00, 6.348950e-01, 1.213324e+01 : 100,  1 :  56
290 :   0.178100,  -0.836949,   0.000000 |   1.409115,   0.000000,  -77.986855 | 2.064641e+00, 8.486750e-01, 6.421804e+00 : 110,  1 :  56
291 :   0.735514,  -0.808745,   0.000000 |   1.800211,   0.000000,  -47.715032 | 2.219336e+00, 3.011018e-01, 2.385002e+01 : 100,  1 :  56
292 :   0.751196,   0.316114,   0.000000 |   1.342107,   0.000000,   22.822039 | 2.057257e+00, 9.014274e-01, 4.387090e+00 : 100,  1 :  56
293 :  -0.368670,   0.302711,   0.000000 |   0.785544,   0.000000,  140.610922 | 2.766471e-09, 9.313226e-10, 1.345006e-08 : 001, -1 :  84
294 :  -0.039454,   0.957266,   0.000000 |   1.577726,   0.000000,   92.360105 | 2.017237e+00, 5.555461e-01, 2.038600e+00 : 101,  2 :  57
295 :  -0.633460,  -0.419676,   0.000000 |   1.251319,   0.000000, -146.474987 | 2.091292e+00, 6.872165e-01, 1.509006e+01 : 100,  1 :  56
296 :  -0.583232,   0.737317,   0.000000 |   1.548126,   0.000000,  128.344691 | 2.150535e+00, 4.938102e-01, 1.990974e+01 : 101,  1 :  56
297 :  -0.279204,  -0.381329,   0.000000 |   0.778287,   0.000000, -126.211119 | 4.502190e-09, 4.656613e-10, 2.036654e-07 : 000, -1 :  84
298 :  -0.019744,   0.275392,   0.000000 |   0.454669,   0.000000,   94.100766 | 2.992521e-09, 4.656613e-10, 3.925115e-07 : 001, -1 :  84
299 :  -0.968921,  -0.423470,   0.000000 |   1.741316,   0.000000, -156.392120 | 2.076199e+00, 8.492557e-01, 5.172931e+00 : 100,  1 :  56
300 :  -0.665208,   0.717403,   0.000000 |   1.611108,   0.000000,  132.838068 | 2.202400e+00, 3.608890e-01, 2.440312e+01 : 101,  1 :  56
301 :   0.272154,  -0.613280,   0.000000 |   1.104901,   0.000000,  -66.069887 | 2.023507e+00, 3.375917e-01, 8.541079e+00 : 100,  2 :  57
302 :  -0.651737,  -0.848059,   0.000000 |   1.761314,   0.000000, -127.542443 | 2.163357e+00, 4.464237e-01, 1.910749e+01 : 100,  1 :  56
303 :  -0.591508,  -0.879764,   0.000000 |   1.745773,   0.000000, -123.914857 | 2.130373e+00, 5.526199e-01, 1.547991e+01 : 100,  1 :  56
304 :  -0.435762,   0.352345,   0.000000 |   0.922826,   0.000000,  141.041941 | 3.197801e-09, 9.313226e-10, 1.402403e-07 : 001, -1 :  84
305 :   0.111436,   0.723432,   0.000000 |   1.205369,   0.000000,   81.243131 | 2.015863e+00, 4.093462e-01, 4.358163e+00 : 100,  2 :  57
306 :   0.668156,   0.813686,   0.000000 |   1.733810,   0.000000,   50.608969 | 2.179203e+00, 4.046094e-01, 2.095608e+01 : 100,  1 :  56
307 :   0.435345,   0.846998,   0.000000 |   1.568258,   0.000000,   62.797457 | 2.080088e+00, 7.704810e-01, 8.767594e+00 : 100,  1 :  56
308 :  -0.728133,   0.553426,   0.000000 |   1.506095,   0.000000,  142.762945 | 2.137183e+00, 5.339280e-01, 1.880211e+01 : 101,  1 :  56
309 :   0.546483,   0.985491,   0.000000 |   1.855685,   0.000000,   60.990399 | 2.104207e+00, 6.730218e-01, 1.057465e+01 : 100,  1 :  56
310 :   0.860294,  -0.355498,   0.000000 |   1.532890,   0.000000,  -22.451801 | 2.064699e+00, 8.969002e-01, 4.016852e+00 : 100,  1 :  56
311 :   0.098375,   0.646155,   0.000000 |   1.076323,   0.000000,   81.343379 | 2.014025e+00, 4.209100e-01, 4.257915e+00 : 100,  2 :  57
312 :  -0.756056,  -0.050423,   0.000000 |   1.247809,   0.000000, -176.184505 | 2.012915e+00, 5.125704e-01, 5.832108e-01 : 100,  2 :  57
313 :  -0.652583,   0.765790,   0.000000 |   1.656856,   0.000000,  130.436596 | 2.181879e+00, 4.040213e-01, 2.200165e+01 : 101,  1 :  56
314 :   0.361031,   0.025216,   0.000000 |   0.595980,   0.000000,    3.995263 | 4.252223e-09, 9.313226e-10, 2.528535e-08 : 000, -1 :  84
315 :  -0.397543,   0.094424,   0.000000 |   0.672871,   0.000000,  166.638698 | 3.182205e-09, 1.396984e-09, 1.408131e-07 : 001, -1 :  84
316 :  -0.227039,   0.664728,   0.000000 |   1.156737,   0.000000,  108.857645 | 2.044076e+00, 2.305407e-01, 1.361355e+01 : 101,  2 :  57
317 :   0.102112,   0.764521,   0.000000 |   1.270163,   0.000000,   82.392397 | 2.015052e+00, 4.296329e-01, 3.208898e+00 : 100,  2 :  57
318 :   0.696927,   0.048443,   0.000000 |   1.150441,   0.000000,    3.976217 | 2.011879e+00, 5.083957e-01, 4.224887e-01 : 100,  2 :  57
319 :  -0.086424,   0.764496,   0.000000 |   1.266960,   0.000000,   96.449739 | 2.013851e+00, 4.551229e-01, 2.051034e+00 : 101,  2 :  57
320 :   0.919356,   0.970145,   0.000000 |   2.200997,   0.000000,   46.539734 | 2.286101e+00, 1.060389e-01, 2.502532e+01 : 100,  1 :  56
321 :   0.946656,   0.535268,   0.000000 |   1.790862,   0.000000,   29.485163 | 2.103244e+00, 6.704251e-01, 1.105021e+01 : 100,  1 :  56
322 :   0.433974,   0.108438,   0.000000 |   0.736623,   0.000000,   14.029344 | 1.936861e-09, -0.000000e+00, 6.350704e-08 : 000, -1 :  84
323 :  -0.323207,   0.408623,   0.000000 |   0.857953,   0.000000,  128.342798 | 1.747162e-09, -0.000000e+00, 1.622805e-07 : 001, -1 :  84
324 :  -0.851774,   0.811778,   0.000000 |   1.937659,   0.000000,  136.377267 | 2.254109e+00, 2.082199e-01, 2.518778e+01 : 101,  1 :  56
325 :   0.670824,  -0.893896,   0.000000 |   1.840437,   0.000000,  -53.113620 | 2.164182e+00, 4.407123e-01, 1.845143e+01 : 100,  1 :  56
