Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular rotation test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
166 :   0.832999,   0.407954, 169.290775 |  -1.472696,  -0.405196,    0.000000 | 2.019220e+00, 1.209765e+00, 7.725724e+00 : 100,  1 :  56
167 :  -0.332275,   0.059563, -10.039939 |  -0.521699,   0.191976,    0.000000 | 1.896089e-10, 3.874053e-09, 8.381903e-08 : 000, -1 :  84
168 :  -0.510872,   0.556109, -20.556173 |  -0.466165,   1.152866,    0.000000 | 9.779112e-01, 2.063266e+00, 2.121225e+00 : 010,  1 :  56
169 :   0.237497,  -0.338199, 168.638462 |  -0.273721,   0.623065,    0.000000 | 1.541729e-09, 2.673826e-09, 8.381903e-08 : 000, -1 :  84
170 :  -0.641363,  -0.315361,  52.045568 |  -0.240094,  -1.152194,    0.000000 | 6.125235e-01, 1.994378e+00, 5.483239e+00 : 010,  2 :  57
171 :   0.725160,   0.074651,  13.756022 |   1.130681,   0.403365,    0.000000 | 1.961627e+00, 3.085886e-01, 9.357316e+00 : 100,  2 :  57
172 :   0.397347,   0.318547, -51.195029 |   0.818842,  -0.181179,    0.000000 | 1.133284e-09, 5.928659e-10, 8.381903e-08 : 000, -1 :  84
173 :  -0.401609,  -0.772887, -99.963346 |  -1.139139,   0.871591,    0.000000 | 1.180613e+00, 1.172669e-01, 8.471603e+00 : 010,  1 :  56
174 :   0.386598,  -0.107745,  29.640366 |   0.641077,   0.160637,    0.000000 | 4.120401e-10, 2.671607e-09, 1.676381e-07 : 000, -1 :  84
175 :  -0.508964,   0.351025, 161.387184 |   0.609806,  -0.815330,    0.000000 | 6.809156e-09, 1.702396e-09, 8.381903e-08 : 000, -1 :  84
176 :   0.928663,  -0.213623, -134.039807 |  -1.315978,  -0.854791,    0.000000 | 5.312125e-01, 5.686078e-01, 2.560486e+01 : 100,  1 :  56
177 :   0.685602,  -0.143338, -35.733530 |   0.778622,  -0.850974,    0.000000 | 2.319766e-09, 5.867370e-10, 8.381903e-08 : 000, -1 :  84
178 :   0.438099,  -0.975378, -65.697542 |  -1.166967,  -1.318556,    0.000000 | 9.229498e-01, 2.173719e+00, 5.867509e+00 : 010,  1 :  56
179 :   0.739021,  -0.583317, 155.024125 |  -0.697591,   1.384613,    0.000000 | 8.807179e-01, 2.140127e+00, 6.540926e+00 : 010,  1 :  56
180 :  -0.684193,  -0.519319, -153.823182 |   0.633881,   1.264519,    0.000000 | 8.672512e-01, 2.143444e+00, 7.741869e+00 : 010,  1 :  56
181 :  -0.529312,   0.964708, -115.115811 |   1.808410,   0.114938,    0.000000 | 2.096692e+00, 8.033247e-01, 6.680862e+00 : 100,  1 :  56
182 :   0.139057,   0.474233, 141.009646 |  -0.669350,  -0.462914,    0.000000 | 3.443312e-09, 4.917409e-09, -0.000000e+00 : 000, -1 :  84
183 :  -0.267051,  -0.944918, -99.098987 |  -1.466928,   0.680310,    0.000000 | 1.183076e+00, 1.927251e-01, 9.335961e+00 : 010,  1 :  56
184 :   0.050324,  -0.194837, 149.207421 |   0.093064,   0.318042,    0.000000 | 1.370178e-09, 6.503373e-10, -0.000000e+00 : 000, -1 :  84
185 :  -0.649022,   0.723707, -53.828873 |   0.331273,   1.566166,    0.000000 | 5.702229e-01, 2.230780e+00, 1.773618e+01 : 010,  1 :  56
186 :   0.955559,  -0.539402,   9.035934 |   1.693554,  -0.630106,    0.000000 | 1.990515e+00, 1.298783e+00, 9.399015e+00 : 100,  1 :  56
187 :  -0.773545,   0.011309, -164.637035 |   1.233259,   0.319525,    0.000000 | 1.974834e+00, 2.587908e-01, 1.096426e+01 : 100,  2 :  57
188 :   0.023315,   0.305550,   1.753199 |   0.022982,   0.504107,    0.000000 | 1.367298e-09, 2.309379e-09, -0.000000e+00 : 000, -1 :  84
189 :   0.722452,  -0.964853,  99.708214 |   1.365507,   1.440603,    0.000000 | 1.279453e+00, 1.874498e+00, 8.726735e+00 : 010,  1 :  56
190 :  -0.314802,   0.909765, 101.739097 |  -1.361358,  -0.812371,    0.000000 | 1.154111e+00, 1.147152e-01, 6.695852e+00 : 010,  1 :  56
191 :   0.960653,  -0.702131,  86.499427 |   1.250677,   1.508415,    0.000000 | 1.717154e+00, 1.418501e+00, 1.493438e+01 : 100,  1 :  56
192 :  -0.749828,   0.145783, -170.267700 |   1.257598,  -0.027880,    0.000000 | 2.020905e+00, 3.847112e-01, 5.333595e+00 : 100,  2 :  57
193 :  -0.558714,   0.178100, -150.650879 |   0.945726,   0.195309,    0.000000 | 4.342763e-10, 2.427454e-09, 8.381903e-08 : 000, -1 :  84
194 :   0.735514,  -0.808745, 135.215215 |   0.078518,   1.798498,    0.000000 | 2.225835e-01, 2.217623e+00, 2.634984e+01 : 010,  1 :  56
195 :   0.316114,  -0.368670,  54.488053 |   0.796566,   0.071081,    0.000000 | 1.839172e-09, 1.081349e-09, 8.381903e-08 : 000, -1 :  84
196 :  -0.039454,   0.957266, -114.022714 |   1.466297,  -0.582402,    0.000000 | 2.115534e+00, 2.990433e-01, 8.448478e+00 : 100,  2 :  57
197 :  -0.419676,  -0.583232, 132.717027 |   1.174481,   0.143780,    0.000000 | 2.089795e+00, 5.183228e-01, 2.428208e+01 : 100,  1 :  56
198 :  -0.279204,  -0.381329,  -3.553927 |  -0.497824,  -0.598249,    0.000000 | 3.197050e-09, 3.514334e-09, -0.000000e+00 : 000, -1 :  84
199 :   0.275392,  -0.968921, -76.224591 |  -1.441700,  -0.820395,    0.000000 | 1.126014e+00, 7.715400e-02, 4.659540e+00 : 010,  1 :  56
200 :  -0.665208,   0.717403,  48.987721 |  -1.610290,  -0.051331,    0.000000 | 2.201582e+00, 4.122199e-01, 2.257733e+01 : 100,  1 :  56
201 :  -0.613280,  -0.651737, -152.650606 |   0.403967,   1.417263,    0.000000 | 8.099159e-01, 2.133018e+00, 8.914445e+00 : 010,  1 :  56
202 :  -0.591508,  -0.879764, -78.437135 |  -1.614604,   0.663910,    0.000000 | 1.999204e+00, 1.216530e+00, 6.872084e+00 : 100,  1 :  56
203 :   0.352345,   0.111436, 130.217680 |  -0.514775,   0.324571,    0.000000 | 5.067964e-10, 3.140309e-10, 8.381903e-08 : 000, -1 :  84
204 :   0.668156,   0.813686,  78.362162 |  -1.090443,   1.347973,    0.000000 | 1.203992e+00, 1.938896e+00, 6.797111e+00 : 010,  1 :  56
205 :   0.846998,  -0.728133,  99.616632 |   0.949202,   1.575511,    0.000000 | 1.280502e+00, 1.940948e+00, 8.818317e+00 : 010,  1 :  56
206 :   0.546483,   0.985491, 154.852979 |  -1.504256,  -1.086636,    0.000000 | 2.191787e+00, 8.816408e-01, 6.712073e+00 : 100,  1 :  56
207 :  -0.355498,   0.098375, 116.307871 |   0.114234,  -0.596583,    0.000000 | 3.712850e-09, 8.820851e-10, 8.381903e-08 : 000, -1 :  84
208 :  -0.756056,  -0.050423, -117.464869 |   0.500544,   1.143015,    0.000000 | 4.083262e-01, 2.059318e+00, 5.006324e+00 : 010,  2 :  57
209 :   0.765790,   0.361031,   4.538835 |   1.210070,   0.692462,    0.000000 | 1.241900e+00, 2.319800e-01, 1.389611e+01 : 010,  1 :  56
210 :  -0.397543,   0.094424, -40.866935 |  -0.393332,   0.545935,    0.000000 | 4.621886e-09, 1.968631e-09, 8.381903e-08 : 000, -1 :  84
211 :   0.664728,   0.102112, 137.613840 |  -0.921884,   0.613727,    0.000000 | 1.918534e+00, 6.724938e-01, 9.914968e+00 : 100,  2 :  57
212 :   0.696927,   0.048443, -15.556321 |   1.127024,  -0.230937,    0.000000 | 1.988462e+00, 2.774587e-01, 1.115762e+01 : 100,  2 :  57
213 :   0.764496,   0.919356, 174.626183 |  -1.395195,  -1.389401,    0.000000 | 1.788774e+00, 1.392615e+00, 1.306113e+01 : 100,  1 :  56
214 :   0.946656,   0.535268,  78.115270 |  -0.541516,   1.707029,    0.000000 | 1.211941e+00, 2.019411e+00, 6.550219e+00 : 010,  1 :  56
215 :   0.108438,  -0.323207,  73.552124 |   0.561025,   0.020563,    0.000000 | 6.203118e-10, 1.588595e-09, -0.000000e+00 : 000, -1 :  84
216 :  -0.851774,   0.811778, 120.748279 |  -0.431740,  -1.888947,    0.000000 | 6.399602e-01, 2.205397e+00, 1.231333e+01 : 010,  1 :  56
217 :  -0.893896,  -0.498192,  65.867701 |   0.146870,  -1.678800,    0.000000 | 8.465297e-01, 2.088860e+00, 5.697350e+00 : 010,  1 :  56
218 :   0.509216,  -0.982780,  61.389656 |   1.822334,  -0.038807,    0.000000 | 2.093556e+00, 6.887591e-01, 1.017539e+01 : 100,  1 :  56
219 :   0.212602,   0.198548, -94.377183 |   0.299286,  -0.374038,    0.000000 | 3.508970e-10, 1.195253e-09, 8.381903e-08 : 000, -1 :  84
220 :  -0.107065,  -0.912020, -59.766040 |  -1.386366,  -0.603916,    0.000000 | 1.964803e+00, 1.308504e+00, 1.179901e+01 : 110,  1 :  56
221 :   0.752454,  -0.817580,  98.993501 |   1.136106,   1.434343,    0.000000 | 1.285962e+00, 1.896873e+00, 9.441447e+00 : 010,  1 :  56
222 :  -0.556617,   0.984331, 132.649650 |  -0.571211,  -1.772401,    0.000000 | 3.730234e-01, 2.445309e+00, 2.421470e+01 : 010,  1 :  56
223 :  -0.137195,   0.093150, -43.769429 |  -0.057035,   0.267058,    0.000000 | 1.225126e-09, 8.407619e-11, 8.381903e-08 : 000, -1 :  84
224 :   0.921726,   0.707923, -82.984231 |   1.342447,  -1.364106,    0.000000 | 1.819699e+00, 1.335478e+00, 1.141918e+01 : 100,  1 :  56
225 :  -0.439853,  -0.250276, -55.864563 |  -0.747598,   0.368265,    0.000000 | 1.229415e-09, 1.023699e-09, -0.000000e+00 : 000, -1 :  84
226 :  -0.174176,  -0.163177, -88.215827 |  -0.277514,   0.278321,    0.000000 | 1.642717e-09, 1.863081e-09, -0.000000e+00 : 000, -1 :  84
227 :   0.104598,   0.444539, -28.784076 |   0.503454,   0.558659,    0.000000 | 1.718588e-09, 2.296033e-09, 8.381903e-08 : 000, -1 :  84
228 :  -0.942305,  -0.056425, 144.174223 |   1.312547,  -0.832937,    0.000000 | 1.967506e+00, 5.860036e-01, 3.354584e+00 : 100,  2 :  57
229 :   0.021401,   0.111173, 107.011119 |  -0.185376,  -0.019860,    0.000000 | 4.594141e-10, 7.568280e-10, -0.000000e+00 : 000, -1 :  84
230 :  -0.074691,  -0.833928, -108.537832 |  -1.262921,   0.553224,    0.000000 | 2.181624e+00, 2.208368e-01, 1.393336e+01 : 100,  2 :  57
231 :   0.215394,  -0.984552,  -0.776618 |   0.332694,  -1.625979,    0.000000 | 4.981211e-01, 2.041455e+00, 1.765833e+01 : 110,  1 :  56
232 :  -0.010319,  -0.754088, -16.555261 |  -0.370128,  -1.185481,    0.000000 | 2.409019e-01, 1.961379e+00, 1.215656e+01 : 010,  2 :  57
233 :  -0.543939,   0.687791, -175.243692 |   0.986567,  -1.054454,    0.000000 | 1.826764e+00, 1.294737e+00, 1.367864e+01 : 100,  1 :  56
234 :   0.070993,  -0.590485, -41.165755 |  -0.552054,  -0.808975,    0.000000 | 5.421739e-09, 2.731365e-09, 8.381903e-08 : 000, -1 :  84
235 :  -0.006830,   0.211397, 171.029877 |  -0.043168,  -0.345616,    0.000000 | 3.404304e-09, 2.196741e-09, 8.381903e-08 : 000, -1 :  84
236 :   0.983327,  -0.581620,  16.587963 |   1.825349,  -0.455637,    0.000000 | 2.059548e+00, 1.074871e+00, 1.846986e+00 : 100,  1 :  56
237 :  -0.938958,  -0.919687,  29.531361 |  -0.598863,  -2.079889,    0.000000 | 6.502685e-01, 2.230880e+00, 1.109641e+01 : 010,  1 :  56
238 :  -0.348437,  -0.168269, -37.023565 |  -0.624962,   0.124272,    0.000000 | 2.221474e-09, 1.518695e-09, 8.381903e-08 : 000, -1 :  84
239 :  -0.581794,   0.019285,  -8.040899 |  -0.944214,   0.165461,    0.000000 | 7.299332e-10, 5.757869e-10, -0.000000e+00 : 000, -1 :  84
240 :   0.551129,  -0.117845,  94.063515 |   0.129262,   0.919047,    0.000000 | 1.953599e-09, 8.704543e-10, 8.381903e-08 : 000, -1 :  84
241 :  -0.276567,  -0.211942, -111.975094 |  -0.153233,   0.552954,    0.000000 | 1.357363e-09, 3.496610e-10, -0.000000e+00 : 000, -1 :  84
242 :  -0.723505,   0.237939,  38.701384 |  -1.174813,  -0.439172,    0.000000 | 1.971797e+00, 6.332714e-01, 6.230192e+00 : 100,  2 :  57
243 :   0.344126,   0.451854, -169.492563 |  -0.421495,  -0.834961,    0.000000 | 3.307712e-09, 2.279629e-09, -0.000000e+00 : 000, -1 :  84
244 :   0.862706,   0.189446, 146.634303 |  -1.358089,   0.520789,    0.000000 | 1.969308e+00, 1.373605e+00, 1.493075e+01 : 110,  1 :  56
245 :   0.003537,   0.261782, 174.982380 |  -0.043506,  -0.428930,    0.000000 | 3.975746e-09, 8.674268e-10, 1.676381e-07 : 000, -1 :  84
246 :  -0.369336,   0.326176, 107.361480 |  -0.331173,  -0.740778,    0.000000 | 4.237228e-10, 2.687484e-10, 1.676381e-07 : 000, -1 :  84
247 :   0.374489,  -0.470747,  -3.694947 |   0.565453,  -0.813338,    0.000000 | 1.820211e-12, 7.486646e-10, -0.000000e+00 : 000, -1 :  84
248 :   0.176569,  -0.558899, -104.474993 |  -0.963836,  -0.051483,    0.000000 | 4.899681e-11, 2.818441e-09, 8.381903e-08 : 000, -1 :  84
249 :  -0.805932,  -0.928230,   8.881739 |  -1.075258,  -1.715154,    0.000000 | 1.330475e+00, 1.919843e+00, 9.553210e+00 : 010,  1 :  56
250 :   0.053571,   0.084383,  45.269321 |  -0.036634,   0.160469,    0.000000 | 1.735052e-09, 7.469861e-10, -0.000000e+00 : 000, -1 :  84
251 :   0.581163,   0.328968, -89.461616 |   0.550701,  -0.951904,    0.000000 | 3.520367e-09, 4.851544e-10, -0.000000e+00 : 000, -1 :  84
252 :   0.074618,  -0.235244, -13.239235 |   0.030893,  -0.405236,    0.000000 | 4.085742e-10, 2.196841e-09, 8.381903e-08 : 000, -1 :  84
253 :  -0.138217,  -0.527586,  27.883583 |   0.205136,  -0.874387,    0.000000 | 2.429153e-09, 3.010231e-10, 8.381903e-08 : 000, -1 :  84
254 :  -0.625575,   0.138683, 120.360281 |   0.323627,  -1.004329,    0.000000 | 4.669379e-01, 2.281564e-02, 2.110911e+00 : 010,  2 :  57
255 :   0.220767,   0.135355, 141.958418 |  -0.423675,   0.048486,    0.000000 | 1.743269e-09, 2.153038e-09, 8.381903e-08 : 000, -1 :  84
256 :  -0.219382,  -0.490223, 145.309806 |   0.756504,   0.458166,    0.000000 | 1.693789e-09, 3.706070e-09, 1.676381e-07 : 000, -1 :  84
257 :  -0.222225,  -0.855480, 154.179036 |   0.943019,   1.108724,    0.000000 | 1.819417e-01, 9.366167e-01, 7.386015e+00 : 100,  1 :  56
258 :  -0.965665,   0.459059, 127.722195 |   0.374996,  -1.720364,    0.000000 | 4.192491e-01, 2.042336e+00, 1.928725e+01 : 010,  1 :  56
259 :  -0.894609,   0.220034, -88.400234 |   0.321074,   1.482748,    0.000000 | 5.616727e-01, 2.030818e+00, 1.683518e+01 : 110,  1 :  56
260 :  -0.656078,  -0.684741, -65.343362 |  -1.475516,   0.511484,    0.000000 | 2.120365e+00, 8.697368e-01, 6.221690e+00 : 100,  1 :  56
261 :   0.642697,   0.396603, 164.861353 |  -1.192202,  -0.354046,    0.000000 | 2.029855e+00, 1.080490e+00, 3.296302e+00 : 100,  1 :  56
262 :   0.026862,  -0.671280, -115.382530 |  -1.017687,   0.433891,    0.000000 | 7.117256e-02, 3.834565e-01, 7.088662e+00 : 100,  2 :  57
263 :  -0.216127,   0.284400, -140.663748 |   0.572141,  -0.136631,    0.000000 | 9.042846e-10, 1.630756e-09, 8.381903e-08 : 000, -1 :  84
264 :   0.969664,  -0.292688,  57.429170 |   1.265810,   1.086196,    0.000000 | 3.419457e-01, 7.780435e-01, 1.413588e+01 : 100,  1 :  56
265 :   0.513148,   0.606411,  37.446153 |   0.063719,   1.306617,    0.000000 | 5.972026e-01, 2.140426e+00, 1.901120e+01 : 010,  1 :  56
266 :   0.688181,  -0.016616,  55.622305 |   0.662480,   0.919875,    0.000000 | 5.374735e-01, 1.183523e-02, 1.906502e+00 : 010,  2 :  57
267 :  -0.810130,  -0.904518, -24.603348 |  -1.833110,  -0.798865,    0.000000 | 2.165656e+00, 8.471541e-01, 6.168399e+00 : 100,  1 :  56
268 :  -0.723300,   0.381899, -117.293980 |   1.105065,   0.770107,    0.000000 | 1.705668e-01, 8.761062e-01, 8.859031e+00 : 100,  1 :  56
269 :   0.335493,   0.183947, -171.835441 |  -0.503858,  -0.378308,    0.000000 | 1.187463e-10, 1.571668e-09, 8.381903e-08 : 000, -1 :  84
270 :  -0.131899,  -0.173273,  28.507830 |  -0.054684,  -0.354411,    0.000000 | 4.141330e-10, 4.645049e-10, -0.000000e+00 : 000, -1 :  84
271 :   0.912976,   0.346419, 149.966851 |  -1.587114,   0.258604,    0.000000 | 2.044440e+00, 6.782554e-01, 1.159820e+01 : 100,  1 :  56
272 :   0.764523,   0.829470, 115.628306 |  -1.776107,   0.544315,    0.000000 | 2.149640e+00, 8.122652e-01, 7.193357e+00 : 100,  1 :  56
273 :   0.493345,   0.837208, -168.844584 |  -0.530337,  -1.509811,    0.000000 | 1.208923e+00, 2.007327e+00, 7.279533e+00 : 010,  1 :  56
274 :  -0.486808,   0.628263, -88.511256 |   1.013423,   0.828265,    0.000000 | 1.314432e+00, 1.783921e+00, 1.694620e+01 : 010,  1 :  56
275 :   0.749139,   0.272792, -95.997195 |   0.317873,  -1.273836,    0.000000 | 1.283254e+00, 2.013731e+00, 1.243775e+01 : 010,  1 :  56
276 :   0.270418,  -0.542356,  -5.058969 |   0.364821,  -0.928920,    0.000000 | 3.157771e-10, 1.629635e-09, -0.000000e+00 : 000, -1 :  84
277 :   0.774971,   0.421916, -123.319638 |  -0.120440,  -1.448067,    0.000000 | 6.341715e-01, 2.074653e+00, 1.488469e+01 : 010,  1 :  56
278 :   0.193280,  -0.390106, -47.535852 |  -0.259024,  -0.668510,    0.000000 | 2.534999e-10, 1.425674e-09, -0.000000e+00 : 000, -1 :  84
279 :  -0.313381,  -0.943934, -105.620361 |  -1.358067,   0.915554,    0.000000 | 1.098856e+00, 2.648503e-02, 2.814588e+00 : 010,  1 :  56
280 :  -0.301903,  -0.131817, -85.910586 |  -0.251972,   0.480416,    0.000000 | 1.654631e-09, 1.505091e-09, 8.381903e-08 : 000, -1 :  84
281 :   0.666872,   0.156492, 136.487741 |  -0.973861,   0.569212,    0.000000 | 1.919982e+00, 7.008755e-01, 1.104107e+01 : 100,  2 :  57
282 :   0.602540,   0.827372, -49.124793 |   1.679558,   0.141359,    0.000000 | 2.137231e+00, 3.685166e-01, 2.244026e+01 : 100,  1 :  56
283 :  -0.016251,  -0.454607, 136.501302 |   0.534722,   0.524627,    0.000000 | 7.386680e-10, 5.881451e-10, -0.000000e+00 : 000, -1 :  84
284 :  -0.200923,   0.444521, 111.494786 |  -0.559872,  -0.576084,    0.000000 | 2.827834e-09, 1.013751e-10, -0.000000e+00 : 000, -1 :  84
285 :   0.379787,  -0.516501, -45.550330 |  -0.169212,  -1.042093,    0.000000 | 1.480592e-01, 2.004706e+00, 1.277127e+00 : 010,  4 :  59
286 :  -0.433541,  -0.247052,  62.805476 |   0.035585,  -0.820948,    0.000000 | 1.037456e-09, 7.455292e-11, 8.381903e-08 : 000, -1 :  84
287 :  -0.505258,   0.329024, -122.503689 |   0.904050,   0.410555,    0.000000 | 4.598004e-10, 2.808891e-09, 8.381903e-08 : 000, -1 :  84
288 :  -0.711970,   0.906082,  25.634862 |  -1.702574,   0.837992,    0.000000 | 2.181577e+00, 8.348540e-01, 7.199913e+00 : 100,  1 :  56
289 :   0.513362,  -0.641174, 130.597953 |   0.251578,   1.328993,    0.000000 | 5.464975e-01, 2.238364e+00, 2.216300e+01 : 010,  1 :  56
290 :   0.585899,  -0.534568, -10.051912 |   0.796377,  -1.035195,    0.000000 | 1.184812e+00, 1.940394e+00, 8.383037e+00 : 010,  1 :  56
291 :   0.899792,  -0.313425,   3.124945 |   1.507674,  -0.434594,    0.000000 | 2.001274e+00, 1.414352e+00, 1.531000e+01 : 100,  1 :  56
292 :  -0.926624,   0.985648, -59.445462 |   0.622029,   2.139176,    0.000000 | 6.068699e-01, 2.256415e+00, 1.211959e+01 : 010,  1 :  56
293 :  -0.234255,   0.249863, -43.317230 |   0.001613,   0.564014,    0.000000 | 2.162243e-09, 3.276136e-10, -0.000000e+00 : 000, -1 :  84
294 :   0.449527,   0.353931, -66.934792 |   0.826266,  -0.452742,    0.000000 | 2.179360e-09, 3.400045e-09, -0.000000e+00 : 000, -1 :  84
295 :  -0.004279,   0.453412, 131.521276 |  -0.554362,  -0.500236,    0.000000 | 3.368935e-09, 9.838801e-10, 8.381903e-08 : 000, -1 :  84
296 :   0.884361,  -0.113974, -22.569762 |   1.272758,  -0.732265,    0.000000 | 2.156489e+00, 3.017348e-01, 9.901431e+00 : 100,  2 :  57
297 :  -0.405643,   0.623899,  11.380700 |  -0.857599,   0.875397,    0.000000 | 6.281532e-02, 1.142370e+00, 7.054249e+00 : 100,  1 :  56
298 :   0.945848,   0.741500, 120.564816 |  -1.843462,   0.720234,    0.000000 | 2.258288e+00, 6.722123e-01, 1.212987e+01 : 100,  1 :  56
299 :   0.703432,  -0.671610,  96.897258 |   0.958868,   1.282817,    0.000000 | 1.303168e+00, 1.891864e+00, 1.153769e+01 : 010,  1 :  56
300 :  -0.924139,   0.672259,  37.815010 |  -1.880988,  -0.058496,    0.000000 | 2.158651e+00, 3.951855e-01, 1.938006e+01 : 100,  1 :  56
301 :   0.234074,  -0.791988,  33.275124 |   1.037835,  -0.878894,    0.000000 | 2.907304e-01, 8.079494e-01, 1.484018e+01 : 100,  1 :  56
302 :   0.206103,  -0.665020, -47.180727 |  -0.572590,  -0.993298,    0.000000 | 2.672856e-09, 2.848108e-09, -0.000000e+00 : 000, -1 :  84
303 :  -0.051605,  -0.343805, -43.667892 |  -0.452395,  -0.350859,    0.000000 | 1.387881e-09, 1.070997e-09, 8.381903e-08 : 000, -1 :  84
304 :  -0.107816,  -0.744365, -105.812493 |  -1.131026,   0.504844,    0.000000 | 1.934909e+00, 2.634022e-01, 1.141379e+01 : 100,  2 :  57
305 :  -0.020909,  -0.198309, 179.736071 |   0.035936,   0.326405,    0.000000 | 3.256353e-11, 9.108000e-10, 8.381903e-08 : 000, -1 :  84
306 :  -0.290725,  -0.092758, -127.148288 |   0.167357,   0.473846,    0.000000 | 9.803063e-10, 8.248135e-10, 8.381903e-08 : 000, -1 :  84
307 :  -0.929560,   0.215563, 122.772854 |   0.530141,  -1.479255,    0.000000 | 1.388705e+00, 1.977133e+00, 1.433790e+01 : 110,  1 :  56
308 :  -0.028911,  -0.874258, -26.568700 |  -0.686514,  -1.266366,    0.000000 | 3.817859e-01, 2.089558e+00, 5.902493e+00 : 010,  2 :  57
309 :  -0.865295,   0.923442, -150.177223 |   1.992493,  -0.610653,    0.000000 | 2.232829e+00, 6.581378e-01, 1.138783e+01 : 100,  1 :  56
310 :   0.480449,   0.118113, -15.985903 |   0.814155,  -0.030911,    0.000000 | 2.030985e-09, 1.130668e-09, 8.381903e-08 : 000, -1 :  84
311 :  -0.080904,   0.044585, -102.629419 |   0.100774,   0.113952,    0.000000 | 1.724420e-09, 4.020769e-10, -0.000000e+00 : 000, -1 :  84
312 :  -0.630696,   0.486822,  48.868245 |  -1.287010,  -0.254937,    0.000000 | 2.241430e+00, 5.523047e-01, 2.269681e+01 : 100,  1 :  56
313 :  -0.454732,   0.072626,  39.335115 |  -0.654996,  -0.382149,    0.000000 | 1.188689e-09, 9.119389e-10, 8.381903e-08 : 000, -1 :  84
314 :  -0.486211,  -0.119781, 145.282512 |   0.770470,  -0.293873,    0.000000 | 5.518324e-10, 1.473960e-09, -0.000000e+00 : 000, -1 :  84
315 :  -0.709279,   0.834395, 144.278121 |   0.146023,  -1.797481,    0.000000 | 4.993025e-01, 2.191249e+00, 1.728693e+01 : 010,  1 :  56
316 :  -0.109224,  -0.045332, 166.472138 |   0.192339,   0.030506,    0.000000 | 1.124859e-10, 8.628150e-10, -0.000000e+00 : 000, -1 :  84
317 :   0.104561,  -0.112208, -13.861894 |   0.122902,  -0.220650,    0.000000 | 3.175652e-10, 5.479671e-10, -0.000000e+00 : 000, -1 :  84
318 :   0.951370,   0.176003,  64.794903 |   0.404946,   1.540943,    0.000000 | 1.193266e+00, 2.025886e+00, 6.770148e+00 : 110,  1 :  56
319 :   0.863686,  -0.077552, -78.967097 |   0.146838,  -1.420437,    0.000000 | 3.351016e-01, 2.007253e+00, 6.634198e+00 : 010,  2 :  57
320 :   0.998892,   0.470322, 120.886552 |  -1.509083,   1.014074,    0.000000 | 2.304153e+00, 7.508970e-01, 1.245160e+01 : 100,  1 :  56
321 :   0.154845,   0.982729,  13.885411 |  -0.140824,   1.632221,    0.000000 | 8.817275e-01, 2.080705e+00, 4.549537e+00 : 110,  1 :  56
322 :   0.049121,   0.732165, -17.744059 |   0.444499,   1.123690,    0.000000 | 2.268439e-01, 1.940061e+00, 1.334535e+01 : 010,  2 :  57
323 :  -0.712151,   0.416671, -172.348236 |   1.253663,  -0.523895,    0.000000 | 1.977101e+00, 1.254964e+00, 1.078319e+01 : 100,  1 :  56
324 :  -0.906042,   0.586820, -173.127236 |   1.596951,  -0.780864,    0.000000 | 1.944478e+00, 1.353655e+00, 1.156218e+01 : 100,  1 :  56
